date,start_date,end_date,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,OT,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEAR_WEEK,search_fact,report_fact
2001-11-26,2001-11-26,2001-12-02,National,X,2001,48,1.75506,1.41042,638,X,877,866,X,185,2566,728,181932,2001-48,"The use of symptom-based definition can improve the model of diagnosis, treatment, and prevention of influenza infection in the real world.",NA
2001-12-03,2001-12-03,2001-12-09,National,X,2001,49,1.53023,1.26322,602,X,676,848,X,149,2275,762,180095,2001-49,"There is no specific information about Pulic Health and FLU in the provided search results. However, there are mentions of influenza and respiratory tract infections in the context of other diseases and public health concerns.",NA
2001-12-10,2001-12-10,2001-12-16,National,X,2001,50,1.46161,1.26864,666,X,570,780,X,153,2169,756,170971,2001-50,"The influenza virus can cause various complications, including acute otitis media, upper respiratory symptoms, and compromised phagocyte function, especially in immunocompromised individuals.",NA
2001-12-17,2001-12-17,2001-12-23,National,X,2001,51,1.96048,1.53452,707,X,684,725,X,162,2278,696,148450,2001-51,"Influenza pneumonia is a serious complication of acute virus infection in the lung, and the extent of virus replication in the lung determines the severity of the disease.",NA
2001-12-24,2001-12-24,2001-12-30,National,X,2001,52,2.20435,2.12774,719,X,718,656,X,172,2265,691,106451,2001-52,"The search results include information about various infections, including lower respiratory tract infections such as pneumonia and influenza, upper urinary tract infections, and septicaemia, which are relevant to public health and flu.",NA
2001-12-31,2001-12-31,2002-01-06,National,X,2002,1,2.1348,1.94142,785,X,808,752,X,223,2568,728,132274,2002-1,The influenza vaccine improves with the more serious effects of influenza infection.,NA
2002-01-07,2002-01-07,2002-01-13,National,X,2002,2,1.89441,1.67397,837,X,869,969,X,200,2875,742,171747,2002-2,The United States experiences a high infant mortality rate.,NA
2002-01-14,2002-01-14,2002-01-20,National,X,2002,3,2.83109,2.06831,1067,X,948,1533,X,195,3743,749,180969,2002-3,"The 2000-01 season saw widespread RSV activity in the United States, with 18,605 (13.4%) positive tests out of 138,984 reported.",NA
2002-01-21,2002-01-21,2002-01-27,National,X,2002,4,3.30481,2.87301,1460,X,1156,2004,X,177,4797,728,166968,2002-4,"The Centers for Disease Control and Prevention (CDC) screens newborns in the United States for phenylketonuria (PKU), a metabolic disorder.",NA
2002-01-28,2002-01-28,2002-02-03,National,X,2002,5,3.61063,2.94909,1556,X,1415,2351,X,235,5557,729,188431,2002-5,"Objective facts about the Pulic Health and FLU situation:
The transmission of avian influenza viruses from migratory birds to US-based bird handlers has potentially significant public health implications.",NA
2002-02-04,2002-02-04,2002-02-10,National,X,2002,6,3.42799,2.92857,1542,X,1478,2330,X,274,5624,728,192039,2002-6,"The CDC reported that in 1999, the goal was to eliminate influenza in the United States.",NA
2002-02-11,2002-02-11,2002-02-17,National,X,2002,7,3.76715,3.16382,1557,X,1573,2436,X,358,5924,712,187242,2002-7,"Objective facts about the Pulic Health and FLU situation: 
Tumor necrosis factor alpha has been found to exert powerful anti-influenza virus activity . 
Influenza virus infection can lead to respiratory syncytial virus and influenza A infections in hospitalized adults . 
In the United States, an average of 114,000 excess hospitalizations occur due to influenza infections .",NA
2002-02-18,2002-02-18,2002-02-24,National,X,2002,8,3.60018,3.12121,1509,X,1544,2359,X,348,5760,708,184544,2002-8,"Objective facts about the Pulic Health and FLU situation:
The United States government has official websites providing information on influenza and other diseases. 
Infections such as influenza, diarrhea, and conjunctivitis are prevalent in some regions. 
In the United States, cardiovascular diseases (CVD) caused 30% of deaths in 2013.",NA
2002-02-25,2002-02-25,2002-03-03,National,X,2002,9,3.20024,2.73515,1208,X,1529,1997,X,370,5104,707,186608,2002-9,"The influenza virus B and parainfluenza virus are infectious causes of rhabdomyolysis, with approximately 26,000 cases reported annually in the United States.",NA
2002-03-04,2002-03-04,2002-03-10,National,X,2002,10,2.92633,2.15302,848,X,1007,1558,X,218,3631,674,168647,2002-10,"There was an unusual meningitis outbreak in travelers to Jamaica in March 2002, linked to a salad containing romaine lettuce imported from the United States.",NA
2002-03-11,2002-03-11,2002-03-17,National,X,2002,11,2.85857,1.92136,731,X,832,1252,X,162,2977,652,154942,2002-11,"Influenza virus infection can affect the mucosal and lung compartments, and immunoglobulin A-deficient mice exhibit altered T helper 1-type responses to influenza virus infection.",NA
2002-03-18,2002-03-18,2002-03-24,National,X,2002,12,2.34745,1.62731,567,X,607,1092,X,151,2417,617,148527,2002-12,"Objective facts about the Pulic Health and FLU situation:
The CDC launches a new influenza A wastewater dashboard, and states report more H5N1 in dairy herds. 
A third of US food outbreaks and 3,500 illnesses are related to infection over 6 months. 
Each year, more than 430,000 deaths in the United States are attributed to a smoking-related illness, including respiratory infections.",NA
2002-03-25,2002-03-25,2002-03-31,National,X,2002,13,2.23498,1.46179,547,X,488,913,X,131,2079,582,142223,2002-13,"Objective facts about the Pulic Health and FLU situation:
 Eastern Equine Encephalomyelitis Virus (EEEV) can cause fatal encephalitis in humans with a mortality rate of 50%-75%.",NA
2002-04-01,2002-04-01,2002-04-07,National,X,2002,14,1.99355,1.1937,397,X,449,692,X,117,1655,575,138645,2002-14,"Objective facts about the Pulic Health and FLU situation:
The human influenza virus triggers a lung immune response, and CD80 and CD80/CD86-dependent costimulation play a role in this response. 
A plague vaccine is not currently available for use in the United States. 
Highly Pathogenic Avian Influenza is a concern in the Americas and the Caribbean region.",NA
2002-04-08,2002-04-08,2002-04-14,National,X,2002,15,1.37168,0.895415,327,X,292,467,X,83,1169,551,130554,2002-15,The CDC recommends prevention and control measures for influenza due to the known risks of severe illness and hospitalization during epidemics in the United States.,NA
2002-04-15,2002-04-15,2002-04-21,National,X,2002,16,1.27033,0.817901,247,X,262,442,X,67,1018,523,124465,2002-16,The influenza virus infection can have severe consequences in children of all ages in the United States.,NA
2002-04-22,2002-04-22,2002-04-28,National,X,2002,17,0.999331,0.705896,235,X,155,389,X,51,830,504,117581,2002-17,"Objective facts about the Pulic Health and FLU situation:
The incidence of influenza is probably overestimated and that of the common cold underestimated in the Health Interview Survey . There are several million immunosuppressed persons in the United States, including those with human immunodeficiency virus infection and those with organ transplants . Influenza spreads to poultry or other birds, it can cause more severe disease .",NA
2002-04-29,2002-04-29,2002-05-05,National,X,2002,18,1.172,0.611215,209,X,147,269,X,47,672,475,109945,2002-18,"Objective facts about the Pulic Health and FLU situation:
There is a significant age-associated decrease in virus-specific CD8+ T lymphocytes during influenza A virus infection . Influenza A infection was prevalent among 100 elderly adults hospitalized during a winter season .",NA
2002-05-06,2002-05-06,2002-05-12,National,X,2002,19,1.03472,0.630622,169,X,156,302,X,46,673,458,106720,2002-19,The influenza virus matrix protein is associated with interference in infection.,NA
2002-05-13,2002-05-13,2002-05-19,National,X,2002,20,0.703599,0.573579,159,X,142,236,X,39,576,449,100422,2002-20,The Directigen FluA+ B Test is a rapid diagnostic test for influenza A and B.,NA
2002-05-20,2002-05-20,2002-05-26,National,X,2002,21,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-21,"The H1N1 influenza virus was studied in mice, and CD137 stimulation was found to broaden primary antiviral CD8+ T cell responses in the lungs of treated and untreated mice after influenza virus infection.",NA
2002-05-27,2002-05-27,2002-06-02,National,X,2002,22,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-22,"In the 20th century, the influenza epidemic was a major cause of death in the United States.",NA
2002-06-03,2002-06-03,2002-06-09,National,X,2002,23,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-23,"Objective facts about the Pulic Health and FLU situation:
Influenza A viruses trigger a CD8+ T cell response, and T cell immunodominance and maintenance of memory are regulated by antigen presentation in the lungs. 
A prolonged salmonellosis outbreak in Dallas affected 650 people from all 50 states, linked to a hotel food worker. 
In 2001, a rash outbreak affected schools across the United States, with 94% of submitted specimens testing positive for viral studies.",NA
2002-06-10,2002-06-10,2002-06-16,National,X,2002,24,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-24,"Objective facts about the Pulic Health and FLU situation: 
The United States government has official websites providing information on influenza A virus infection, including its otologic and systemic manifestations. 
Influenza A virus infection has been studied in various contexts, including its relationship with otitis media, cytokine patterns, and the effectiveness of Reverse Transcription-PCR and virus isolation.",NA
2002-06-17,2002-06-17,2002-06-23,National,X,2002,25,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-25,"The CDC reported an update on rashes among schoolchildren in 27 states as of October 4, 2002.",NA
2002-06-24,2002-06-24,2002-06-30,National,X,2002,26,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-26,"The H5N1 avian influenza virus has multiple genotypes, which were identified in a study published in the Proceedings of the National Academy of Sciences in 2002.",NA
2002-07-01,2002-07-01,2002-07-07,National,X,2002,27,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-27,"Objective facts about the Pulic Health and FLU situation:
The 2009 Influenza A(H1N1) ""Swine Flu"" outbreak affected various areas and international efforts were made to treat infected persons.",NA
2002-07-08,2002-07-08,2002-07-14,National,X,2002,28,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-28,"The United States reported cases of leptospirosis, brucellosis, and Q fever in 2000.",NA
2002-07-15,2002-07-15,2002-07-21,National,X,2002,29,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-29,"Objective facts about the Pulic Health and FLU situation:
The QuickVue Influenza Test is used for rapid detection of influenza A and B viruses. 
There was an avian influenza (H7N1) epidemic in Italy from March to December 1999, with 199 outbreaks diagnosed. 
The Centers for Disease Control and Prevention (CDC) has launched a new influenza A wastewater dashboard. 
The Infectious Diseases Society of America has a grading system for rating recommendations in clinical guidelines. 
The Centers for Disease Control and Prevention publishes official federal recommendations for the use of vaccines in the United States.",NA
2002-07-22,2002-07-22,2002-07-28,National,X,2002,30,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-30,The National Influenza Pandemic Preparedness and Response Plan was implemented in Bhutan in 2002 .,NA
2002-07-29,2002-07-29,2002-08-04,National,X,2002,31,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-31,"Objective facts about the Pulic Health and FLU situation:
There is a lethal synergism between influenza virus and Streptococcus, which can lead to severe disease and death . Pneumococcal disease accounts for an estimated 3,000 cases of meningitis, bacteremia, and other invasive diseases in the United States each year .",NA
2002-08-05,2002-08-05,2002-08-11,National,X,2002,32,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-32,"Objective facts about the Pulic Health and FLU situation: 
There were reports of influenza outbreaks and cases in the United States in August 2002 .",NA
2002-08-12,2002-08-12,2002-08-18,National,X,2002,33,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-33,"According to the Lancet, there have been human infections with highly pathogenic H5N1 influenza virus.",NA
2002-08-19,2002-08-19,2002-08-25,National,X,2002,34,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-34,"Objective facts about the Pulic Health and FLU situation:
Although the benefits of antiviral therapy for persons with influenza infection appear to justify its cost .
In the United States, the elderly population (65+ years) will double in number from 2002 to 2030 .
Otitis media remains the most common reason in the United States for taking a baby to a doctor .
Globally, the virus has infected more 34,400 people across 28 countries and territories .",NA
2002-08-26,2002-08-26,2002-09-01,National,X,2002,35,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-35,"In the United States, pneumonia and influenza rank as the sixth leading cause of death.",NA
2002-09-02,2002-09-02,2002-09-08,National,X,2002,36,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-36,"Objective facts about the Pulic Health and FLU situation:
There is a mention of influenza A virus in mice  in a study about a carbomer-based adjuvant elicits CD8 T-cell immunity .
In the US, there is a report of Cotton leafroll dwarf virus (CLRDV) in cotton plants in Alabama in 2017 .
A study mentions the prevalence of health care-associated infections in U.S. hospitals .",NA
