MapDate,AreaOfInterest,OT,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,start_date,end_date,search_fact,report_fact
20061107,Total,63.4,36.6,22.8,11.6,4.76,0.0,2006-11-07,2006-11-13,1,2006-11-07,2006-11-07,2006-11-13,"The Northeast region of the contiguous United States experienced its 4th warmest temperatures, and none of the contiguous states had below-average temperatures during the September-November period.; The continental United States experiences a continental climate with varying precipitation patterns.","At the end of November, drought conditions were present in Texas, Oklahoma, northern Minnesota, Wyoming, and Arizona, with dryness increasing in eastern and northeastern Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; November 2006 had above-average precipitation nationally, ranking as the 32nd wettest November in the 1895-2006 record. An average of 2.47 inches (63 mm) fell over the contiguous U.S. in November, 0.4 inches (9 mm) above the 20th century mean for the month."
20061031,Total,59.8,40.2,25.05,12.98,5.05,0.0,2006-10-31,2006-11-06,1,2006-10-31,2006-10-31,2006-11-06,"The continental United States experiences a continental climate with varying precipitation patterns.; Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.","By the end of October, drought was concentrated in the Dakotas, Wyoming, Texas, Oklahoma, and northeastern Minnesota, with low soil moisture, high evaporation, fair to poor vegetative health, and low streamflow.; At the end of November, drought conditions were present in Texas, Oklahoma, northern Minnesota, Wyoming, and Arizona, with dryness increasing in eastern and northeastern Florida. Soil moisture was low, vegetative health was fair to poor, and streamflow was low in drought areas.; October 2006 was the 12th wettest October in the 1895-2006 record, with an average of 2.82 inches (72 mm) of precipitation over the contiguous U.S., 0.7 inches (18 mm) above the 20th century mean.; November 2006 had above-average precipitation nationally, ranking as the 32nd wettest November in the 1895-2006 record. An average of 2.47 inches (63 mm) fell over the contiguous U.S. in November, 0.4 inches (9 mm) above the 20th century mean for the month."
20061024,Total,57.99,42.01,26.38,13.86,5.11,0.0,2006-10-24,2006-10-30,1,2006-10-24,2006-10-24,2006-10-30,"Historical temperature, precipitation, and Palmer drought data from 1895 to present for climate divisions, states, and regions in the contiguous U.S. are available.; The contiguous United States receives varying amounts of precipitation, with some areas receiving more than others, especially in winter.","By the end of October, drought was concentrated in the Dakotas, Wyoming, Texas, Oklahoma, and northeastern Minnesota, with low soil moisture, high evaporation, fair to poor vegetative health, and low streamflow.; October 2006 was the 12th wettest October in the 1895-2006 record, with an average of 2.82 inches (72 mm) of precipitation over the contiguous U.S., 0.7 inches (18 mm) above the 20th century mean."
20061017,Total,55.45,44.55,27.63,13.66,5.29,0.24,2006-10-17,2006-10-23,1,2006-10-17,2006-10-17,2006-10-23,"The contiguous United States receives varying amounts of precipitation, with some areas receiving more than others, especially in winter.; Massachusetts has a humid continental climate, which means it experiences significant precipitation throughout the year.","By the end of October, drought was concentrated in the Dakotas, Wyoming, Texas, Oklahoma, and northeastern Minnesota, with low soil moisture, high evaporation, fair to poor vegetative health, and low streamflow.; October 2006 was the 12th wettest October in the 1895-2006 record, with an average of 2.82 inches (72 mm) of precipitation over the contiguous U.S., 0.7 inches (18 mm) above the 20th century mean."
20061010,Total,54.18,45.82,29.34,14.04,5.58,0.2,2006-10-10,2006-10-16,1,2006-10-10,2006-10-10,2006-10-16,"Massachusetts has a humid continental climate, which means it experiences significant precipitation throughout the year.; The October 2006 National Climate Report states that October precipitation across Maine was the 2nd wettest on record and 3rd wettest in Louisiana.","By the end of October, drought was concentrated in the Dakotas, Wyoming, Texas, Oklahoma, and northeastern Minnesota, with low soil moisture, high evaporation, fair to poor vegetative health, and low streamflow.; October 2006 was the 12th wettest October in the 1895-2006 record, with an average of 2.82 inches (72 mm) of precipitation over the contiguous U.S., 0.7 inches (18 mm) above the 20th century mean."
20061003,Total,53.54,46.46,28.82,13.81,5.69,0.12,2006-10-03,2006-10-09,1,2006-10-03,2006-10-03,2006-10-09,"The October 2006 National Climate Report states that October precipitation across Maine was the 2nd wettest on record and 3rd wettest in Louisiana.; The search results do not provide direct information about Monthly Contiguous U.S. Precipitation. However, some results mention precipitation or climate-related data for specific regions or countries, such as the Northeastern United States, Argentina, and North Korea.","By the end of October, drought was concentrated in the Dakotas, Wyoming, Texas, Oklahoma, and northeastern Minnesota, with low soil moisture, high evaporation, fair to poor vegetative health, and low streamflow.; October 2006 was the 12th wettest October in the 1895-2006 record, with an average of 2.82 inches (72 mm) of precipitation over the contiguous U.S., 0.7 inches (18 mm) above the 20th century mean."
20060926,Total,54.01,45.99,27.53,13.62,5.52,0.12,2006-09-26,2006-10-02,1,2006-09-26,2006-09-26,2006-10-02,"The search results do not provide direct information about Monthly Contiguous U.S. Precipitation. However, some results mention precipitation or climate-related data for specific regions or countries, such as the Northeastern United States, Argentina, and North Korea.; The NARR assimilates precipitation over the continental US, and the regions are obtained as the federal states for North America.","By the end of September, drought conditions had improved in the Southeast and Southwest, but remained severe in the northern Plains, Texas, and northeastern Minnesota.; By the end of October, drought was concentrated in the Dakotas, Wyoming, Texas, Oklahoma, and northeastern Minnesota, with low soil moisture, high evaporation, fair to poor vegetative health, and low streamflow.; September 2006 had above-average precipitation nationally, ranking as the 37th wettest September in the 1895-2006 record. An average of 2.68 inches (68 mm) fell over the contiguous U.S. in September, 0.2 inches (5 mm) above the 20th century mean for the month.; October 2006 was the 12th wettest October in the 1895-2006 record, with an average of 2.82 inches (72 mm) of precipitation over the contiguous U.S., 0.7 inches (18 mm) above the 20th century mean."
20060919,Total,52.49,47.51,30.74,13.78,6.28,0.25,2006-09-19,2006-09-25,1,2006-09-19,2006-09-19,2006-09-25,"The NARR assimilates precipitation over the continental US, and the regions are obtained as the federal states for North America.; The average annual precipitation in the continental United States is shown in Figure 1-5.","By the end of September, drought conditions had improved in the Southeast and Southwest, but remained severe in the northern Plains, Texas, and northeastern Minnesota.; September 2006 had above-average precipitation nationally, ranking as the 37th wettest September in the 1895-2006 record. An average of 2.68 inches (68 mm) fell over the contiguous U.S. in September, 0.2 inches (5 mm) above the 20th century mean for the month."
20060912,Total,51.69,48.31,33.55,18.46,8.6,1.21,2006-09-12,2006-09-18,1,2006-09-12,2006-09-12,2006-09-18,"The average annual precipitation in the continental United States is shown in Figure 1-5.; The contiguous United States has a continental climate with coastal influences, and precipitation patterns vary across different regions.","By the end of September, drought conditions had improved in the Southeast and Southwest, but remained severe in the northern Plains, Texas, and northeastern Minnesota.; September 2006 had above-average precipitation nationally, ranking as the 37th wettest September in the 1895-2006 record. An average of 2.68 inches (68 mm) fell over the contiguous U.S. in September, 0.2 inches (5 mm) above the 20th century mean for the month."
20060905,Total,48.96,51.04,34.49,19.42,7.99,0.87,2006-09-05,2006-09-11,1,2006-09-05,2006-09-05,2006-09-11,"The contiguous United States has a continental climate with coastal influences, and precipitation patterns vary across different regions.; The contiguous United States experiences a continental climate with seasonal weather changes.","By the end of September, drought conditions had improved in the Southeast and Southwest, but remained severe in the northern Plains, Texas, and northeastern Minnesota.; September 2006 had above-average precipitation nationally, ranking as the 37th wettest September in the 1895-2006 record. An average of 2.68 inches (68 mm) fell over the contiguous U.S. in September, 0.2 inches (5 mm) above the 20th century mean for the month."
